Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
infurmazioni,Sustantivo,información,Español,,OK
infurmazzioni,Sustantivo,información,Español,,OK
ingannu,Sustantivo,engaño,Español,,OK
inizza,Sustantivo,vaquilla,Español,,OK
innunisianu,Sustantivo,indonesio / idioma indonesio,Español,,OK
inocchiu,Sustantivo,"rodilla, hinojo",Español,,OK
insetti,Sustantivo,insectos,Español,,OK
insettu,Sustantivo,insecto,Español,,OK
interlingua,Sustantivo,idioma interlingua,Español,,OK
intircisatu,Sustantivo,capa de cal y grava entre el suelo y el revestimiento,Español,,OK
intrata,Sustantivo,entrada,Español,,OK
intrizzu,Sustantivo,acción de trenzar,Español,,OK
intrugghiu,Sustantivo,mezcla de bebidas o de comidas,Español,,OK
intugghiu,Sustantivo,mezcla (de varias cosas),Español,,OK
inuktitut,Sustantivo,idioma inuktitut,Español,,OK
inzetti,Sustantivo,insectos,Español,,OK
inzettu,Sustantivo,insecto,Español,,OK
inìa,Sustantivo,raza,Español,,OK
inìperu,Sustantivo,enebro,Español,,OK
ioia,Sustantivo,joya,Español,,OK
ioja,Sustantivo,joya,Español,,OK
iolu,Sustantivo,sendero,Español,,OK
ionna,Sustantivo,días,Español,,OK
iorna,Sustantivo,días,Español,,OK
ioscìamu,Sustantivo,beleño negro (Hyoscyamus niger),Español,,OK
iovi,Sustantivo,jueves,Español,,OK
ippuni,Sustantivo,chaqueta con mangas o sin mangas,Español,,OK
ippurru,Sustantivo,merletto,Italiano,,OK
ircu,Sustantivo,"becco (Capra aegagrus hircus), irco",Italiano,,OK
iritali,Sustantivo,dedal,Español,,OK
irlannisi,Sustantivo,irlandés,Español,,OK
isbernia,Sustantivo,bernia (antigua chaqueta para mujer),Español,,OK
isca,Sustantivo,cebo (para la pesca),Español,,OK
isci,Sustantivo,pequeños adornos,Español,,OK
isi isi,Sustantivo,"despacio, lentamente",Español,,OK
islannisi,Sustantivo,islandés / idioma islandés,Español,,OK
ispezioni,Sustantivo,inspección,Español,,OK
ispezzioni,Sustantivo,inspección,Español,,OK
ispitturi,Sustantivo,inspector,Español,,OK
ispizioni,Sustantivo,inspección,Español,,OK
ispizzioni,Sustantivo,inspección,Español,,OK
issara,Sustantivo,"gessaia, cava di gesso / vaso intessuto di ferule per riporvi granaglie e sim.",Italiano,,OK
issotta,Sustantivo,trozo de yeso,Español,,OK
issottu,Sustantivo,trozo de yeso,Español,,OK
issu,Sustantivo,yeso,Español,,OK
isterna,Sustantivo,cisterna para el agua,Español,,OK
istintu,Sustantivo,instinto,Español,,OK
italeddu,Sustantivo,ditalino (tipo de pastas),Español,,OK
itali,Sustantivo,dedal,Español,,OK
italinu,Sustantivo,ditalino (tipo de pastas),Español,,OK
itria,Sustantivo,nutria,Español,,OK
ittatura,Sustantivo,sortilegio,Español,,OK
iucaloru,Sustantivo,"articolazione, congiuntura delle ossa, snodo delle vertebre, giuntura di due parti dello stesso arto",Italiano,,OK
iucatura,Sustantivo,jugadores,Español,,OK
iucaturi,Sustantivo,jugador,Español,,OK
iucàttulu,Sustantivo,juguete,Español,,OK
iugnettu,Sustantivo,julio,Español,,OK
iugu,Sustantivo,yugo,Español,,OK
iumazzu,Sustantivo,"almohada (plumazo, cojín)",Español,,OK
iumenta,Sustantivo,yegua,Español,,OK
iunciu,Sustantivo,junco,Español,,OK
iuncu,Sustantivo,junco,Español,,OK
iunta,Sustantivo,cantidad que cabe en el hueco de las dos manos unidas,Español,,OK
iuovi,Sustantivo,jueves,Español,,OK
iuppuni,Sustantivo,chaqueta con mangas o sin mangas,Español,,OK
iurnali,Sustantivo,periódico,Español,,OK
iurnaloru,Sustantivo,trabajador a la jornada,Español,,OK
iurnata,Sustantivo,"jornada, dìa",Español,,OK
iurnataru,Sustantivo,trabajador a la jornada,Español,,OK
iurnateri,Sustantivo,trabajador a la jornada,Español,,OK
iuva,Sustantivo,"grido, clamore",Italiano,,OK
iuvidì,Sustantivo,jueves,Español,,OK
iuvirì,Sustantivo,jueves,Español,,OK
iuvu,Sustantivo,yugo,Español,,OK
iàmmaru,Sustantivo,"1. bogavante, 2. cangrejo de río",Español,,OK
iàmmiru,Sustantivo,"1. bogavante, 2. cangrejo de río",Español,,OK
iàmmuru,Sustantivo,"1. bogavante, 2. cangrejo de río",Español,,OK
iènnaru,Sustantivo,yerno,Español,,OK
iènniru,Sustantivo,yerno,Español,,OK
jalencia,Sustantivo,brezo alpino (Erica carnea),Español,,OK
jamiddu,Sustantivo,camello,Español,,OK
jammozzi,Sustantivo,rayos de una rueda,Español,,OK
jammozzu,Sustantivo,rayo de una rueda,Español,,OK
jancu,Sustantivo,blanco,Español,,OK
janga,Sustantivo,molar (diente),Español,,OK
janìparu,Sustantivo,enebro,Español,,OK
jappunisi,Sustantivo,japonés / idioma japonés,Español,,OK
jardinu,Sustantivo,jardín,Español,,OK
jarrusu,Sustantivo,un joven homosexual,Español,,OK
jatta,Sustantivo,gata,Español,,OK
jattareddi,Sustantivo,dificultad para respirar,Español,,OK
jattareddu,Sustantivo,gatito (cría de gato),Español,,OK
jazzu,Sustantivo,cama,Español,,OK
jesi jesi,Sustantivo,"despacio, lentamente",Español,,OK
jestra,Sustantivo,"frega della cagna, calore della cagna (ciclo estrale)",Italiano,,OK
jiddisch,Sustantivo,idioma yidish,Español,,OK
jiditali,Sustantivo,dedal,Español,,OK
jimmu,Sustantivo,"joroba, giba",Español,,OK
jinizza,Sustantivo,vaquilla,Español,,OK
jinocchiu,Sustantivo,"rodilla, hinojo",Español,,OK
jinìa,Sustantivo,raza,Español,,OK
jippuni,Sustantivo,chaqueta con mangas o sin mangas,Español,,OK
jiritali,Sustantivo,dedal,Español,,OK
jissara,Sustantivo,"gessaia, cava di gesso",Italiano,,OK
jissotta,Sustantivo,trozo de yeso,Español,,OK
jissottu,Sustantivo,trozo de yeso,Español,,OK
jissu,Sustantivo,yeso,Español,,OK
jisterna,Sustantivo,cisterna para el agua,Español,,OK
jitaleddu,Sustantivo,ditalino (tipo de pastas),Español,,OK
jitali,Sustantivo,dedal,Español,,OK
jitalinu,Sustantivo,ditalino (tipo de pastas),Español,,OK
jittatura,Sustantivo,sortilegio,Español,,OK
jivu,Sustantivo,yugo,Español,,OK
joia,Sustantivo,joya,Español,,OK
joja,Sustantivo,joya,Español,,OK
jolu,Sustantivo,sendero,Español,,OK
jonna,Sustantivo,días,Español,,OK
jorna,Sustantivo,días,Español,,OK
joscìamu,Sustantivo,beleño negro (Hyoscyamus niger),Español,,OK
jovi,Sustantivo,jueves,Español,,OK
jovidìa,Sustantivo,jueves,Español,,OK
jovirìa,Sustantivo,jueves,Español,,OK
jucaloru,Sustantivo,"articolazione, congiuntura delle ossa, snodo delle vertebre, giuntura di due parti dello stesso arto",Italiano,,OK
jucatura,Sustantivo,jugadores,Español,,OK
jucaturi,Sustantivo,jugador,Español,,OK
jucàttulu,Sustantivo,juguete,Español,,OK
jugnettu,Sustantivo,julio,Español,,OK
jugu,Sustantivo,yugo,Español,,OK
jumazzu,Sustantivo,"almohada (plumazo, cojín)",Español,,OK
jumenta,Sustantivo,yegua,Español,,OK
junciu,Sustantivo,junco,Español,,OK
juncu,Sustantivo,junco,Español,,OK
junta,Sustantivo,cantidad que cabe en el hueco de las dos manos unidas,Español,,OK
junìparu,Sustantivo,enebro,Español,,OK
junìperu,Sustantivo,enebro,Español,,OK
juovi,Sustantivo,jueves,Español,,OK
juppuni,Sustantivo,chaqueta con mangas o sin mangas,Español,,OK
jurnali,Sustantivo,periódico,Español,,OK
jurnaloru,Sustantivo,trabajador a la jornada,Español,,OK
jurnata,Sustantivo,"jornada, dìa",Español,,OK
jurnataru,Sustantivo,trabajador a la jornada,Español,,OK
jurnateri,Sustantivo,trabajador a la jornada,Español,,OK
juva,Sustantivo,"grido, clamore",Italiano,,OK
juvidì,Sustantivo,jueves,Español,,OK
juvirì,Sustantivo,jueves,Español,,OK
juvu,Sustantivo,yugo,Español,,OK
jàmmaru,Sustantivo,"1. bogavante, 2. cangrejo de río",Español,,OK
jàmmiru,Sustantivo,"1. bogavante, 2. cangrejo de río",Español,,OK
jàmmuru,Sustantivo,"1. bogavante, 2. cangrejo de río",Español,,OK
jènnaru,Sustantivo,yerno,Español,,OK
jènniru,Sustantivo,yerno,Español,,OK
jìbbisu,Sustantivo,yeso,Español,,OK
jìppisu,Sustantivo,yeso,Español,,OK
jìu,Sustantivo,yugo,Español,,OK
kalaallisut,Sustantivo,idioma kalaallisut,Español,,OK
kanuri,Sustantivo,idioma kanuri,Español,,OK
kashmiri,Sustantivo,"idioma kashmiri, idioma cachemiro",Español,,OK
kawi,Sustantivo,idioma kawi,Español,,OK
kazaku,Sustantivo,kazajo / idioma kazajo,Español,,OK
kimonu,Sustantivo,quimono,Español,,OK
kirundi,Sustantivo,idioma kirundi,Español,,OK
komi,Sustantivo,idioma komi,Español,,OK
konkani,Sustantivo,idioma konkani,Español,,OK
laccanìa,Sustantivo,debilidad,Español,,OK
laccarìa,Sustantivo,debilidad,Español,,OK
lacciata,Sustantivo,la parte di latte sieroso che avanza dopo la caseificazione,Italiano,,OK
lacu,Sustantivo,lago,Español,,OK
ladin,Sustantivo,idioma ladín,Español,,OK
ladino,Sustantivo,idioma ladino (idioma judeo español),Español,,OK
lafornia,Sustantivo,falco pecchiaiolo,Italiano,,OK
lagnusìa,Sustantivo,pereza,Español,,OK
lagornia,Sustantivo,falco pecchiaiolo,Italiano,,OK
lagu,Sustantivo,lago,Español,,OK
lamanni,Sustantivo,"scardaccioni, scardiccioni, cardiccioni, acanzio, acantio (Onopordum acanthium)",Italiano,,OK
lammicata,Sustantivo,pioggerella,Italiano,,OK
lampa,Sustantivo,lámpara,Español,,OK
lamparigghia,Sustantivo,pequeña luz,Español,,OK
lampazza,Sustantivo,"scapaccione, schiaffo",Italiano,,OK
lana,Sustantivo,lana / lana,Español,,OK
landreddu,Sustantivo,pianterella,Italiano,,OK
landru,Sustantivo,"adelfa, laurel rosa",Español,,OK
landuni,Sustantivo,bastone usato invece di catena per legarvi i cani,Italiano,,OK
langura,Sustantivo,languidez,Español,,OK
languri,Sustantivo,languidez,Español,,OK
lanna,Sustantivo,hojalata,Español,,OK
lannuni,Sustantivo,bastone usato invece di catena per legarvi i cani,Italiano,,OK
lanzafina,Sustantivo,"llantén de agua (Alisma lanceolatum), alisma",Español,,OK
lanzatura,Sustantivo,acto intrépido,Español,,OK
laparda,Sustantivo,alabarda,Español,,OK
lapardeu,Sustantivo,estafador joven,Español,,OK
laparu,Sustantivo,apicultor,Español,,OK
laparìa,Sustantivo,colmena,Español,,OK
lapazzu,Sustantivo,acedera crispada (Rumex crispus),Español,,OK
lapi,Sustantivo,abejas,Español,,OK
lapia,Sustantivo,fame,Italiano,,OK
lappiu,Sustantivo,1. manzana de apio,Español,,OK
lappu,Sustantivo,1. manzana de apio,Español,,OK
lapuni,Sustantivo,abejorro,Español,,OK
lardica,Sustantivo,ortiga,Español,,OK
largasìa,Sustantivo,generosidad,Español,,OK
lariola,Sustantivo,daphne laureola (planta),Español,,OK
larma,Sustantivo,lágrima,Español,,OK
larrunarìa,Sustantivo,robo,Español,,OK
larruni,Sustantivo,ladrón,Español,,OK
lasagnaturi,Sustantivo,"rodillo, rodillo de amasar, palo de amasar",Español,,OK
lascia,Sustantivo,correa (para los perros),Español,,OK
lasma,Sustantivo,lágrima,Español,,OK
latiri,Sustantivo,"titimaglio (Tithymalus helioscopius, Euphorbia helioscopia), titimalo",Italiano,,OK
latrunarìa,Sustantivo,robo,Español,,OK
latruni,Sustantivo,ladrón,Español,,OK
lattilebbra,Sustantivo,"cosconilla (Reichardia picroides, Picridium vulgare), lechuguilla dulce",Español,,OK
lattumi,Sustantivo,ghiandole seminali del pesce,Italiano,,OK
lauri,Sustantivo,"el trigo sembrado y todavía en hierba (cuando la planta está todavía tierna, en verde)",Español,,OK
lauriola,Sustantivo,daphne laureola (planta),Español,,OK
lautianu,Sustantivo,laosiano / idioma laosiano,Español,,OK
lavabbu,Sustantivo,lavabo,Español,,OK
lavabu,Sustantivo,lavabo,Español,,OK
lavanna,Sustantivo,lavanda (Lavandula),Español,,OK
lavina,Sustantivo,torrente,Español,,OK
lavinaru,Sustantivo,torrente,Español,,OK
lavornia,Sustantivo,"sproposito, sciocchezza, fandonia / falco pecchiaiolo, uccello di rapina",Italiano,,OK
lavrunchiu,Sustantivo,rana,Español,,OK
lavuraturi,Sustantivo,"trabajador, obrero",Español,,OK
lavureri,Sustantivo,trabajador,Español,,OK
lavuri,Sustantivo,"el trigo sembrado y todavía en hierba (cuando la planta está todavía tierna, en verde)",Español,,OK
lavuru,Sustantivo,trabajo,Español,,OK
lazzata,Sustantivo,bramante con que se arrolla la peonza,Español,,OK
lazzolu,Sustantivo,bramante para capturar pájaros,Español,,OK
lazzu,Sustantivo,"lazo, bramante",Español,,OK
lebbru,Sustantivo,liebre,Español,,OK
leccu,Sustantivo,eco,Español,,OK
lecu,Sustantivo,eco,Español,,OK
lenturi,Sustantivo,lentitud,Español,,OK
lenza,Sustantivo,hilo de pesca,Español,,OK
lepru,Sustantivo,liebre,Español,,OK
letami,Sustantivo,estiércol,Español,,OK
letta,Sustantivo,una buona qualità,Italiano,,OK
levatrici,Sustantivo,"partera, comadrona, obstetricia",Español,,OK
lezgi,Sustantivo,idioma lezgi,Español,,OK
liama,Sustantivo,bramante de madera para atar,Español,,OK
liara,Sustantivo,clemátide (Clematis vitalba),Español,,OK
libbici,Sustantivo,lebeche,Español,,OK
libbiciu,Sustantivo,lebeche,Español,,OK
libbirtati,Sustantivo,libertad,Español,,OK
libbirtà,Sustantivo,libertad,Español,,OK
libbra,Sustantivo,balanza / libra (unidad de medida),Español,,OK
libbreri,Sustantivo,contable,Español,,OK
libbriceddu,Sustantivo,"libreta, librito",Español,,OK
libici,Sustantivo,lebeche,Español,,OK
libiciu,Sustantivo,lebeche,Español,,OK
libirtati,Sustantivo,libertad,Español,,OK
libirtà,Sustantivo,libertad,Español,,OK
libra,Sustantivo,balanza,Español,,OK
libreri,Sustantivo,contable,Español,,OK
libriceddu,Sustantivo,"libreta, librito",Español,,OK
liccamecci,Sustantivo,uomo vile,Italiano,,OK
liccaredda,Sustantivo,piccola formica,Italiano,,OK
liccasapuni,Sustantivo,"1. tipo de lama de madera usada para coger el jabón, 2. cuchillo largo y bien afilado",Español,,OK
liccaturi,Sustantivo,persona muy galante,Español,,OK
licchettu,Sustantivo,picaporte,Español,,OK
liccumarìa,Sustantivo,glotonería,Español,,OK
liccumìa,Sustantivo,glotonería,Español,,OK
lifara,Sustantivo,clemátide (Clematis vitalba),Español,,OK
ligama,Sustantivo,bramante de madera para atar,Español,,OK
ligara,Sustantivo,clemátide (Clematis vitalba),Español,,OK
ligna,Sustantivo,leña,Español,,OK
lignolu,Sustantivo,"bramante (del zapatero), cordel",Español,,OK
lignu castu,Sustantivo,"árbol casto (Vitex agnus castus), pimiento de los monjes",Español,,OK
lignucastu,Sustantivo,"árbol casto (Vitex agnus castus), pimiento de los monjes",Español,,OK
lijama,Sustantivo,bramante de madera para atar,Español,,OK
limaccia,Sustantivo,babosa,Español,,OK
limburghisi,Sustantivo,idioma limburgués,Español,,OK
limiuni,Sustantivo,limón,Español,,OK
limma,Sustantivo,mezcla de harina (o de otra cosa) con agua,Español,,OK
linazza,Sustantivo,materia que se obtiene en la primera cardadura del lino,Español,,OK
lingala,Sustantivo,idioma lingala,Español,,OK
linguata,Sustantivo,lenguado (pez),Español,,OK
lingui,Sustantivo,"1. lenguas, 2. idiomas",Español,,OK
linguinedda d'erva,Sustantivo,bisbita común (Anthus pratensis),Español,,OK
linticciolu,Sustantivo,minutissima rotellina d'oro o d'altro nelle guarnizioni dei vestiti,Italiano,,OK
linturi,Sustantivo,lentitud,Español,,OK
lintìnia,Sustantivo,peca,Español,,OK
linusa,Sustantivo,semilla de lino,Español,,OK
linzola,Sustantivo,sábanas,Español,,OK
linzoli,Sustantivo,sábanas,Español,,OK
linzolu,Sustantivo,sábana,Español,,OK
lippu,Sustantivo,musgo (planta),Español,,OK
lisciandru,Sustantivo,"smirnio (Smyrnium olusatrum), macerone (Smyrnium olusatrum)",Italiano,,OK
lissa,Sustantivo,"enojo, inquietud",Español,,OK
lissiamentu,Sustantivo,enojo,Español,,OK
litami,Sustantivo,estiércol,Español,,OK
litiu,Sustantivo,litio,Español,,OK
litria,Sustantivo,nutria,Español,,OK
littirinu,Sustantivo,"nelle chiese, palco per i cantori e per l'organo",Italiano,,OK
littra,Sustantivo,letra,Español,,OK
littri,Sustantivo,letras,Español,,OK
littriggiu,Sustantivo,intercambio epistolar frecuente,Español,,OK
litu,Sustantivo,borde de mar,Español,,OK
lituanu,Sustantivo,lituano / idioma lituano,Español,,OK
livatrici,Sustantivo,"partera, comadrona, obstetricia",Español,,OK
lizzu,Sustantivo,parte de un telar,Español,,OK
loccu,Sustantivo,tonto,Español,,OK
lodi,Sustantivo,"alabanza, elogio|elogios",Español,,OK
logudorisi,Sustantivo,"logudorés, sardo logudorés",Español,,OK
lojban,Sustantivo,idioma lojban,Español,,OK
loppiu,Sustantivo,opio,Español,,OK
loria,Sustantivo,gloria,Español,,OK
lotta,Sustantivo,"lucha, combate",Español,,OK
lucanu,Sustantivo,"basilicatés, lucaniano / dialecto basilicatés, dialecto lucaniano",Español,,OK
luccaru,Sustantivo,búho chico (Asio otus),Español,,OK
lucchettu,Sustantivo,picaporte,Español,,OK
lucerta,Sustantivo,lagarto,Español,,OK
lucerti,Sustantivo,lagartos,Español,,OK
luci,Sustantivo,luz / fuego,Español,,OK
luciu,Sustantivo,fuego,Español,,OK
lucèrtula,Sustantivo,lagarto,Español,,OK
lucèrtuli,Sustantivo,lagartos,Español,,OK
lueri,Sustantivo,arriendo,Español,,OK
lueru,Sustantivo,arriendo,Español,,OK
lumi,Sustantivo,luz,Español,,OK
lumiuni,Sustantivo,limón,Español,,OK
lumìa,Sustantivo,limón,Español,,OK
lunchizza,Sustantivo,"longitud, largo",Español,,OK
lungarutu,Sustantivo,persona alta y flaca,Español,,OK
lungarìa,Sustantivo,discurso demasiado largo,Español,,OK
lunghimi,Sustantivo,discurso demasiado largo,Español,,OK
lunghizza,Sustantivo,"longitud, largo",Español,,OK
lupa,Sustantivo,hambre canina,Español,,OK
lupi,Sustantivo,lobos,Español,,OK
lupinu,Sustantivo,semilla del Lupinus albus,Español,,OK
luppinu,Sustantivo,terreno árido y estéril (Sutera),Español,,OK
lupu mannaru,Sustantivo,licántropo,Español,,OK
lupucuviu,Sustantivo,"persona solapada, socarrón, disimulador",Español,,OK
lupumannaru,Sustantivo,licántropo,Español,,OK
lurdica,Sustantivo,ortiga,Español,,OK
lussimburghisi,Sustantivo,luxemburgués / idioma luxemburgués,Español,,OK
lustrata,Sustantivo,corteza de azúcar en unos postres,Español,,OK
lustru,Sustantivo,"esplendor, luz",Español,,OK
luta,Sustantivo,"lodo, fango, barro",Español,,OK
lutra,Sustantivo,nutria,Español,,OK
lutta,Sustantivo,"lucha, combate",Español,,OK
lutu,Sustantivo,"lodo, fango, barro",Español,,OK
luveri,Sustantivo,arriendo,Español,,OK
luzzu,Sustantivo,lucioperca,Español,,OK
làcrima,Sustantivo,lágrima,Español,,OK
làfii,Sustantivo,"comportamentos amanerados, comportamentos afectados, mimos",Español,,OK
làgrima,Sustantivo,lágrima,Español,,OK
làllaru,Sustantivo,tonto del pueblo,Español,,OK
làndaru,Sustantivo,"adelfa, laurel rosa",Español,,OK
làntana,Sustantivo,viburno (Viburnum lantana),Italiano,,OK
làntanu,Sustantivo,viburno (Viburnum lantana),Italiano,,OK
làrima,Sustantivo,lágrima,Español,,OK
làstima,Sustantivo,"1. aburrimiento, 2. sufrimiento, 3. lamentación, lamento",Español,,OK
làudi,Sustantivo,"alabanza, elogio|elogios",Español,,OK
làusu,Sustantivo,aplauso|aplausos,Español,,OK
lèssicu,Sustantivo,léxico,Español,,OK
lèttuni,Sustantivo,letón / idioma letón,Español,,OK
lìffii,Sustantivo,"comportamentos amanerados, comportamentos afectados, mimos",Español,,OK
lìguri,Sustantivo,ligurio / idioma ligurio,Español,,OK
lìmicu,Sustantivo,terreno arcilloso bastante húmedo,Español,,OK
lìnnina,Sustantivo,liendre,Español,,OK
lìttira,Sustantivo,letra,Español,,OK
lìttiri,Sustantivo,letras,Español,,OK
lìvira,Sustantivo,libra (unidad de medida),Español,,OK
lòdana,Sustantivo,alondra,Español,,OK
lòiru,Sustantivo,señal,Español,,OK
lòllaru,Sustantivo,tonto del pueblo,Español,,OK
lùvaru,Sustantivo,pagellus erythrinus (pez),Español,,OK
maara,Sustantivo,"bruja, maga, hechicera",Español,,OK
maaru,Sustantivo,"brujo, mago, hechicero",Español,,OK
maarìa,Sustantivo,"brujería, hechicería",Español,,OK
maccarruna,Sustantivo,macaronis,Español,,OK
maccarruni,Sustantivo,un macaroni,Español,,OK
macciu,Sustantivo,"mulo, mula macho, macho (en unos dialectos rurales de Castilla)",Español,,OK
maccu,Sustantivo,maccu (especialidad siciliana a base de habas peladas cocidas),Español,,OK
macionna,Sustantivo,"donna trascurata, sciatta",Italiano,,OK
macèduni,Sustantivo,macedonio / idioma macedonio,Español,,OK
maduna,Sustantivo,ladrillos,Español,,OK
mafia,Sustantivo,mafia (organización),Español,,OK
magara,Sustantivo,"bruja, maga, hechicera",Español,,OK
magaru,Sustantivo,"brujo, mago, hechicero",Español,,OK
magarìa,Sustantivo,"brujería, hechicería",Español,,OK
magghetta,Sustantivo,camiseta,Español,,OK
magghia,Sustantivo,mantilla|mantillas,Español,,OK
magghietta,Sustantivo,camiseta,Español,,OK
magghiuni,Sustantivo,jersey (de lana),Español,,OK
maggiuranza,Sustantivo,mayoría,Español,,OK
maggìa,Sustantivo,magia,Español,,OK
maglia,Sustantivo,mantilla|mantillas,Español,,OK
maglietta,Sustantivo,camiseta,Español,,OK
magliuni,Sustantivo,jersey (de lana),Español,,OK
magnesiu,Sustantivo,magnesio,Español,,OK
magìa,Sustantivo,magia,Español,,OK
maiali,Sustantivo,"cerdo, puerco",Español,,OK
maidda,Sustantivo,hucha (para el pan),Español,,OK
maisa,Sustantivo,barbecho,Español,,OK
maiuranza,Sustantivo,mayoría,Español,,OK
majali,Sustantivo,"cerdo, puerco",Español,,OK
majuranza,Sustantivo,mayoría,Español,,OK
malancunìa,Sustantivo,melancolía,Español,,OK
malayalam,Sustantivo,idioma malayalam,Español,,OK
malerba,Sustantivo,mala hierba,Español,,OK
malerva,Sustantivo,mala hierba,Español,,OK
malifà,Sustantivo,malhechor (persona),Español,,OK
malincunìa,Sustantivo,melancolía,Español,,OK
malintisu,Sustantivo,malentendido,Español,,OK
malisi,Sustantivo,malayo / idioma malayo,Español,,OK
mallarruni,Sustantivo,guimbarda (instrumento),Español,,OK
maltisi,Sustantivo,maltés  / idioma maltés,Español,,OK
malularruni,Sustantivo,guimbarda (instrumento),Español,,OK
maluntisu,Sustantivo,malentendido,Español,,OK
mammaluccu,Sustantivo,"1. mameluco (esclavo blanco), 2. persona estúpida",Español,,OK
mammana,Sustantivo,"partera, comadrona, obstetricia",Español,,OK
mammìfiru,Sustantivo,mamífero,Español,,OK
mancia,Sustantivo,propina,Español,,OK
manciacia,Sustantivo,"picor, picazón",Español,,OK
manciacina,Sustantivo,"picor, picazón",Español,,OK
manciaciumi,Sustantivo,"picor, picazón",Español,,OK
manciamentu,Sustantivo,"picor, picazón",Español,,OK
manciasciumi,Sustantivo,"picor, picazón",Español,,OK
manciatura,Sustantivo,comedero (para los cerdos),Español,,OK
mancigghia,Sustantivo,"1. guadagno (illecito), 2. mancia, bustarella data per ottenere un favore",Italiano,,OK
mancisi,Sustantivo,manchú / idioma manchú,Español,,OK
manciugghia,Sustantivo,"1. guadagno (illecito), 2. mancia, bustarella data per ottenere un favore, 3. mangeria",Italiano,,OK
manciuglia,Sustantivo,"1. guadagno (illecito), 2. mancia, bustarella data per ottenere un favore, 3. mangeria",Italiano,,OK
manciunarìa,Sustantivo,"glotonería, tragonería, gula, tragazón",Español,,OK
manciù,Sustantivo,"picor, picazón",Español,,OK
mancìu,Sustantivo,"picor, picazón",Español,,OK
mandarotu,Sustantivo,guardián de la manada,Español,,OK
mandriotu,Sustantivo,"guardián de la manada, vaquero, boyero",Español,,OK
mandràgula,Sustantivo,mandrágora (Mandragora autumnalis),Español,,OK
mangiamentu,Sustantivo,"picor, picazón",Español,,OK
mangiatura,Sustantivo,comedero (para los cerdos),Español,,OK
manicuri,Sustantivo,"manicuro, manicura",Español,,OK
maniggiu,Sustantivo,manejo,Español,,OK
maniggiuni,Sustantivo,especulador,Español,,OK
maniuni,Sustantivo,especulador,Español,,OK
manriversu,Sustantivo,"golpe que se da en la cara con el revés de la mano, bofetada",Español,,OK
mansi,Sustantivo,idioma mansi,Español,,OK
manta,Sustantivo,manta (cama),Español,,OK
mantali,Sustantivo,delantal,Español,,OK
mantarru,Sustantivo,ropa rústica,Español,,OK
manteca,Sustantivo,"mantequilla, manteca",Español,,OK
manterru,Sustantivo,ropa rústica,Español,,OK
mantili,Sustantivo,servilleta,Español,,OK
mantuanu,Sustantivo,mantuano / dialecto mantuano,Español,,OK
mantuvanu,Sustantivo,mantuano / dialecto mantuano,Español,,OK
manìu,Sustantivo,manejo,Español,,OK
maori,Sustantivo,idioma maorí,Español,,OK
mappa,Sustantivo,"mapa, plano",Español,,OK
mapudungun,Sustantivo,idioma mapudungun,Español,,OK
marabbuttu,Sustantivo,"1. morabito (persona), 2. hipócrita",Español,,OK
marabuttu,Sustantivo,"1. morabito (persona), 2. hipócrita",Español,,OK
marattu,Sustantivo,marathi / idioma marathi,Español,,OK
maravigghia,Sustantivo,maravilla,Español,,OK
marbizzu,Sustantivo,zorzal alirrojo (Turdus iliacus) / zorzal común (Turdus philomelos),Español,,OK
marena,Sustantivo,cereza (amarena),Español,,OK
margiu,Sustantivo,"ciénaga, terreno pantanoso",Español,,OK
marina,Sustantivo,marina (armada) / marina,Español,,OK
marinaru,Sustantivo,marinero,Español,,OK
maritanna,Sustantivo,chica joven para casar,Español,,OK
mariteddu,Sustantivo,"1. diminuitivo de ""maritu"" (esposo), 2. calorífero, calientapiés, estufilla",Español,,OK
marmillata,Sustantivo,mermelada,Español,,OK
marpiuni,Sustantivo,"hombre astuto, estafador, engañador",Español,,OK
marrastra,Sustantivo,"madrastra, padrastra",Español,,OK
marredda,Sustantivo,marredda (juego siciliano),Español,,OK
marriversu,Sustantivo,"golpe que se da en la cara con el revés de la mano, bofetada",Español,,OK
marshallisi,Sustantivo,idioma marshalés,Español,,OK
marteddu,Sustantivo,martillo,Español,,OK
martinettu,Sustantivo,golondrina (pájaro),Español,,OK
martogghiu,Sustantivo,pequeno ratón muy similar al lirón careto,Español,,OK
martoriu,Sustantivo,sonido de las campanas que suenan a muerto,Español,,OK
marva,Sustantivo,malva común (Malva sylvestris),Español,,OK
marvizzu,Sustantivo,zorzal alirrojo (Turdus iliacus) / zorzal común (Turdus philomelos),Español,,OK
marzamareddu,Sustantivo,"1. pesadilla, 2. demonio, 3. viento fuerte, viento violento",Español,,OK
marzapani,Sustantivo,"mazapán, almendrado",Español,,OK
marzipani,Sustantivo,"mazapán, almendrado",Español,,OK
mascidda,Sustantivo,"maxilar, mandíbula",Español,,OK
mascidderi,Sustantivo,almohada,Español,,OK
massaggiu,Sustantivo,masaje,Español,,OK
massarìa,Sustantivo,"finca, granja",Español,,OK
massu,Sustantivo,"grande cantidad, masa",Español,,OK
masticogna,Sustantivo,"tragantona, comilona, festín",Español,,OK
masunata,Sustantivo,"familia, parentela|parentelas, parentesco",Español,,OK
mataccu,Sustantivo,mazo,Español,,OK
