Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
cuverta,Verbo,"manta, cobija",Español,,OK
cuviari,Verbo,insidiare,Italiano,"cuviu, cuvias, cuvia, cuviamu, cuviati, cuvianu, cuviai, cuviasti, cuviau, cuviàmuru, cuviàstivu, cuviàranu",OK
cuvirtari,Verbo,coprire bene,Italiano,"cuvirtu, cuvirtas, cuvirta, cuvirtamu, cuvirtati, cuvirtanu, cuvirtai, cuvirtasti, cuvirtau, cuvirtàmuru, cuvirtàstivu, cuvirtàranu",OK
cuzziari,Verbo,tagliare il pane lungo gli orli,Italiano,"cuzziu, cuzzias, cuzzia, cuzziamu, cuzziati, cuzzianu, cuzziai, cuzziasti, cuzziau, cuzziàmuru, cuzziàstivu, cuzziàranu",OK
cuzzularisilla,Verbo,svignarsela,Italiano,,OK
càdiri,Verbo,"caer, caerse",Español,"càdu, càdi, càdi, càdimu, càditi, càdinu, càdii, càdisti, càdìu, càdìmuru, càdìstivu, càdìranu",OK
càriri,Verbo,"caer, caerse",Español,"càru, càri, càri, càrimu, càriti, càrinu, càrii, càristi, càrìu, càrìmuru, càrìstivu, càrìranu",OK
càrricu,Verbo,carga,Español,,OK
cèrniri,Verbo,setacciare,Italiano,"cèrnu, cèrni, cèrni, cèrnimu, cèrniti, cèrninu, cèrnii, cèrnisti, cèrnìu, cèrnìmuru, cèrnìstivu, cèrnìranu",OK
cìnniri,Verbo,ceniza,Español,"cìnnu, cìnni, cìnni, cìnnimu, cìnniti, cìnninu, cìnnii, cìnnisti, cìnnìu, cìnnìmuru, cìnnìstivu, cìnnìranu",OK
còciri,Verbo,cocer,Español,"còcu, còci, còci, còcimu, còciti, còcinu, còcii, còcisti, còcìu, còcìmuru, còcìstivu, còcìranu",OK
cògghiri,Verbo,"cosechar, recoger",Español,"cògghu, cògghi, cògghi, cògghimu, cògghiti, cògghinu, cògghii, cògghisti, cògghìu, cògghìmuru, cògghìstivu, cògghìranu",OK
cògliri,Verbo,"cosechar, recoger",Español,"còglu, cògli, cògli, còglimu, cògliti, còglinu, còglii, còglisti, còglìu, còglìmuru, còglìstivu, còglìranu",OK
còliri,Verbo,disfrutar,Español,"còlu, còli, còli, còlimu, còliti, còlinu, còlii, còlisti, còlìu, còlìmuru, còlìstivu, còlìranu",OK
cùnchiri,Verbo,"avvicinarsi alla maturità (di biade, frutta), maturare",Italiano,"cùnchu, cùnchi, cùnchi, cùnchimu, cùnchiti, cùnchinu, cùnchii, cùnchisti, cùnchìu, cùnchìmuru, cùnchìstivu, cùnchìranu",OK
cùrriri,Verbo,correr,Español,"cùrru, cùrri, cùrri, cùrrimu, cùrriti, cùrrinu, cùrrii, cùrristi, cùrrìu, cùrrìmuru, cùrrìstivu, cùrrìranu",OK
cùsiri,Verbo,coser,Español,"cùsu, cùsi, cùsi, cùsimu, cùsiti, cùsinu, cùsii, cùsisti, cùsìu, cùsìmuru, cùsìstivu, cùsìranu",OK
dangaliari,Verbo,"spingere, muovere",Italiano,"dangaliu, dangalias, dangalia, dangaliamu, dangaliati, dangalianu, dangaliai, dangaliasti, dangaliau, dangaliàmuru, dangaliàstivu, dangaliàranu",OK
dari,Verbo,dar,Español,"du, das, da, damu, dati, danu, dai, dasti, dau, dàmuru, dàstivu, dàranu",OK
dari li pistocchi,Verbo,ammaccare gli occhi,Italiano,,OK
dasciari,Verbo,dejar,Español,"dasciu, dascias, dascia, dasciamu, dasciati, dascianu, dasciai, dasciasti, dasciau, dasciàmuru, dasciàstivu, dasciàranu",OK
ddrivigghiari,Verbo,svegliare,Italiano,"ddrivigghiu, ddrivigghias, ddrivigghia, ddrivigghiamu, ddrivigghiati, ddrivigghianu, ddrivigghiai, ddrivigghiasti, ddrivigghiau, ddrivigghiàmuru, ddrivigghiàstivu, ddrivigghiàranu",OK
dichiarari,Verbo,declarar,Español,"dichiaru, dichiaras, dichiara, dichiaramu, dichiarati, dichiaranu, dichiarai, dichiarasti, dichiarau, dichiaràmuru, dichiaràstivu, dichiaràranu",OK
dichiari,Verbo,"irritare, stizzire",Italiano,"dichiu, dichias, dichia, dichiamu, dichiati, dichianu, dichiai, dichiasti, dichiau, dichiàmuru, dichiàstivu, dichiàranu",OK
dici,Verbo,"dice (él, ella, ello), dices (tú)",Español,,OK
didùciri,Verbo,deducir,Español,"didùcu, didùci, didùci, didùcimu, didùciti, didùcinu, didùcii, didùcisti, didùcìu, didùcìmuru, didùcìstivu, didùcìranu",OK
difènniri,Verbo,defender,Español,"difènnu, difènni, difènni, difènnimu, difènniti, difènninu, difènnii, difènnisti, difènnìu, difènnìmuru, difènnìstivu, difènnìranu",OK
diggiriri,Verbo,digerir,Español,"diggiru, diggiri, diggiri, diggirimu, diggiriti, diggirinu, diggirii, diggiristi, diggirìu, diggirìmuru, diggirìstivu, diggirìranu",OK
digiriri,Verbo,digerir,Español,"digiru, digiri, digiri, digirimu, digiriti, digirinu, digirii, digiristi, digirìu, digirìmuru, digirìstivu, digirìranu",OK
diittari,Verbo,"degradar, desanimar",Español,"diittu, diittas, diitta, diittamu, diittati, diittanu, diittai, diittasti, diittau, diittàmuru, diittàstivu, diittàranu",OK
dijittari,Verbo,"degradar, desanimar",Español,"dijittu, dijittas, dijitta, dijittamu, dijittati, dijittanu, dijittai, dijittasti, dijittau, dijittàmuru, dijittàstivu, dijittàranu",OK
diminuiri,Verbo,disminuir,Español,"diminuu, diminui, diminui, diminuimu, diminuiti, diminuinu, diminuii, diminuisti, diminuìu, diminuìmuru, diminuìstivu, diminuìranu",OK
dipusitari,Verbo,depositar,Español,"dipusitu, dipusitas, dipusita, dipusitamu, dipusitati, dipusitanu, dipusitai, dipusitasti, dipusitau, dipusitàmuru, dipusitàstivu, dipusitàranu",OK
diri,Verbo,decir,Español,"du, di, di, dimu, diti, dinu, dii, disti, dìu, dìmuru, dìstivu, dìranu",OK
dirìggiri,Verbo,dirigir,Español,"dirìggu, dirìggi, dirìggi, dirìggimu, dirìggiti, dirìgginu, dirìggii, dirìggisti, dirìggìu, dirìggìmuru, dirìggìstivu, dirìggìranu",OK
dirìgiri,Verbo,dirigir,Español,"dirìgu, dirìgi, dirìgi, dirìgimu, dirìgiti, dirìginu, dirìgii, dirìgisti, dirìgìu, dirìgìmuru, dirìgìstivu, dirìgìranu",OK
discausari,Verbo,descalzar,Español,"discausu, discausas, discausa, discausamu, discausati, discausanu, discausai, discausasti, discausau, discausàmuru, discausàstivu, discausàranu",OK
discùrriri,Verbo,discutir,Español,"discùrru, discùrri, discùrri, discùrrimu, discùrriti, discùrrinu, discùrrii, discùrristi, discùrrìu, discùrrìmuru, discùrrìstivu, discùrrìranu",OK
disfari,Verbo,deshacer,Español,"disfu, disfas, disfa, disfamu, disfati, disfanu, disfai, disfasti, disfau, disfàmuru, disfàstivu, disfàranu",OK
disfattu,Verbo,deshecho,Español,,OK
disidirari,Verbo,desear,Español,"disidiru, disidiras, disidira, disidiramu, disidirati, disidiranu, disidirai, disidirasti, disidirau, disidiràmuru, disidiràstivu, disidiràranu",OK
disprizzari,Verbo,despreciar,Español,"disprizzu, disprizzas, disprizza, disprizzamu, disprizzati, disprizzanu, disprizzai, disprizzasti, disprizzau, disprizzàmuru, disprizzàstivu, disprizzàranu",OK
dispòniri,Verbo,disponer,Español,"dispònu, dispòni, dispòni, dispònimu, dispòniti, dispòninu, dispònii, dispònisti, dispònìu, dispònìmuru, dispònìstivu, dispònìranu",OK
dissi,Verbo,"dijo (él, ella, ello), dije (yo)",Español,,OK
distinari,Verbo,destinar,Español,"distinu, distinas, distina, distinamu, distinati, distinanu, distinai, distinasti, distinau, distinàmuru, distinàstivu, distinàranu",OK
distrubbari,Verbo,molestar,Español,"distrubbu, distrubbas, distrubba, distrubbamu, distrubbati, distrubbanu, distrubbai, distrubbasti, distrubbau, distrubbàmuru, distrubbàstivu, distrubbàranu",OK
distrùdiri,Verbo,destruir,Español,"distrùdu, distrùdi, distrùdi, distrùdimu, distrùditi, distrùdinu, distrùdii, distrùdisti, distrùdìu, distrùdìmuru, distrùdìstivu, distrùdìranu",OK
distrùggiri,Verbo,destruir,Español,"distrùggu, distrùggi, distrùggi, distrùggimu, distrùggiti, distrùgginu, distrùggii, distrùggisti, distrùggìu, distrùggìmuru, distrùggìstivu, distrùggìranu",OK
disturbari,Verbo,molestar,Español,"disturbu, disturbas, disturba, disturbamu, disturbati, disturbanu, disturbai, disturbasti, disturbau, disturbàmuru, disturbàstivu, disturbàranu",OK
disèrramu,Verbo,"1. vagabundo, errante, 2. perezoso",Español,,OK
disèrrimu,Verbo,"1. vagabundo, errante, 2. perezoso",Español,,OK
divietu,Verbo,prohibido,Español,,OK
divigghiari,Verbo,"svellere (svegliere), disvegliare",Italiano,"divigghiu, divigghias, divigghia, divigghiamu, divigghiati, divigghianu, divigghiai, divigghiasti, divigghiau, divigghiàmuru, divigghiàstivu, divigghiàranu",OK
divingiari,Verbo,vengar,Español,"divingiu, divingias, divingia, divingiamu, divingiati, divingianu, divingiai, divingiasti, divingiau, divingiàmuru, divingiàstivu, divingiàranu",OK
divintari,Verbo,volverse,Español,"divintu, divintas, divinta, divintamu, divintati, divintanu, divintai, divintasti, divintau, divintàmuru, divintàstivu, divintàranu",OK
divèrtiri,Verbo,divertir,Español,"divèrtu, divèrti, divèrti, divèrtimu, divèrtiti, divèrtinu, divèrtii, divèrtisti, divèrtìu, divèrtìmuru, divèrtìstivu, divèrtìranu",OK
dubbitiari,Verbo,zoppicare,Italiano,"dubbitiu, dubbitias, dubbitia, dubbitiamu, dubbitiati, dubbitianu, dubbitiai, dubbitiasti, dubbitiau, dubbitiàmuru, dubbitiàstivu, dubbitiàranu",OK
duna,Verbo,"da (él, ella, ello, usted)",Español,,OK
dunniari,Verbo,dondolarsela,Italiano,"dunniu, dunnias, dunnia, dunniamu, dunniati, dunnianu, dunniai, dunniasti, dunniau, dunniàmuru, dunniàstivu, dunniàranu",OK
durari,Verbo,"durar, tardar",Español,"duru, duras, dura, duramu, durati, duranu, durai, durasti, durau, duràmuru, duràstivu, duràranu",OK
durmuta,Verbo,"acción de dormir, dormida",Español,,OK
dìciri,Verbo,decir,Español,"dìcu, dìci, dìci, dìcimu, dìciti, dìcinu, dìcii, dìcisti, dìcìu, dìcìmuru, dìcìstivu, dìcìranu",OK
dìlicu,Verbo,delicado,Español,,OK
dòrmiri,Verbo,dormir,Español,"dòrmu, dòrmi, dòrmi, dòrmimu, dòrmiti, dòrminu, dòrmii, dòrmisti, dòrmìu, dòrmìmuru, dòrmìstivu, dòrmìranu",OK
elettivari,Verbo,elegir,Español,"elettivu, elettivas, elettiva, elettivamu, elettivati, elettivanu, elettivai, elettivasti, elettivau, elettivàmuru, elettivàstivu, elettivàranu",OK
elìggiri,Verbo,"elegir, votar a",Español,"elìggu, elìggi, elìggi, elìggimu, elìggiti, elìgginu, elìggii, elìggisti, elìggìu, elìggìmuru, elìggìstivu, elìggìranu",OK
eriditari,Verbo,heredar,Español,"eriditu, eriditas, eridita, eriditamu, eriditati, eriditanu, eriditai, eriditasti, eriditau, eriditàmuru, eriditàstivu, eriditàranu",OK
esaminari,Verbo,examinar,Español,"esaminu, esaminas, esamina, esaminamu, esaminati, esaminanu, esaminai, esaminasti, esaminau, esaminàmuru, esaminàstivu, esaminàranu",OK
esclamazioni,Verbo,exclamación,Español,,OK
esclamazzioni,Verbo,exclamación,Español,,OK
esitari,Verbo,vaciar,Español,"esitu, esitas, esita, esitamu, esitati, esitanu, esitai, esitasti, esitau, esitàmuru, esitàstivu, esitàranu",OK
esìstiri,Verbo,existir,Español,"esìstu, esìsti, esìsti, esìstimu, esìstiti, esìstinu, esìstii, esìstisti, esìstìu, esìstìmuru, esìstìstivu, esìstìranu",OK
fa,Verbo,"hace (él, ella, ello)",Español,,OK
fabbricari,Verbo,fabricar,Español,"fabbricu, fabbricas, fabbrica, fabbricamu, fabbricati, fabbricanu, fabbricai, fabbricasti, fabbricau, fabbricàmuru, fabbricàstivu, fabbricàranu",OK
faci,Verbo,"hoz, falce / hace (él, ella, ello)",Español,,OK
fadiari,Verbo,separare dal grano baccelli o spighe non trebbiate,Italiano,"fadiu, fadias, fadia, fadiamu, fadiati, fadianu, fadiai, fadiasti, fadiau, fadiàmuru, fadiàstivu, fadiàranu",OK
fadiddiari,Verbo,fare cose da donna,Italiano,"fadiddiu, fadiddias, fadiddia, fadiddiamu, fadiddiati, fadiddianu, fadiddiai, fadiddiasti, fadiddiau, fadiddiàmuru, fadiddiàstivu, fadiddiàranu",OK
falliri,Verbo,fallar,Español,"fallu, falli, falli, fallimu, falliti, fallinu, fallii, fallisti, fallìu, fallìmuru, fallìstivu, fallìranu",OK
fari,Verbo,hacer,Español,"fu, fas, fa, famu, fati, fanu, fai, fasti, fau, fàmuru, fàstivu, fàranu",OK
fari comu un èttari,Verbo,"fare il diavolo a quattro: fare grande confusione, baccano, oppure lasaciarsi andare a violente scenate di rabbia)",Italiano,"fari comu un èttu, fari comu un èttas, fari comu un ètta, fari comu un èttamu, fari comu un èttati, fari comu un èttanu, fari comu un èttai, fari comu un èttasti, fari comu un èttau, fari comu un èttàmuru, fari comu un èttàstivu, fari comu un èttàranu",OK
fari li pistigni,Verbo,battere i piedi a terra,Italiano,,OK
fari luca,Verbo,gettarsi ad arraffare,Italiano,,OK
fari mme,Verbo,balar,Español,,OK
fari mursia,Verbo,"stoviglie, l'insieme dei vasi di cucina",Italiano,,OK
fari nannaraveddu,Verbo,disporre il vascello in posizione diversa da quella naturale,Italiano,,OK
fidari,Verbo,"confiar, fiar",Español,"fidu, fidas, fida, fidamu, fidati, fidanu, fidai, fidasti, fidau, fidàmuru, fidàstivu, fidàranu",OK
fidàrisi,Verbo,fiarse,Español,,OK
filari,Verbo,hilar,Español,"filu, filas, fila, filamu, filati, filanu, filai, filasti, filau, filàmuru, filàstivu, filàranu",OK
finciutu,Verbo,fingido,Español,,OK
finiari,Verbo,"nitrire, annitrire",Italiano,"finiu, finias, finia, finiamu, finiati, finianu, finiai, finiasti, finiau, finiàmuru, finiàstivu, finiàranu",OK
finiri,Verbo,"acabar, terminar",Español,"finu, fini, fini, finimu, finiti, fininu, finii, finisti, finìu, finìmuru, finìstivu, finìranu",OK
finnicca,Verbo,un tantino,Italiano,,OK
firiri,Verbo,herir,Español,"firu, firi, firi, firimu, firiti, firinu, firii, firisti, firìu, firìmuru, firìstivu, firìranu",OK
firnicca,Verbo,un tantino,Italiano,,OK
firnicchia,Verbo,un tantino,Italiano,,OK
firriata,Verbo,vuelta,Español,,OK
firziniari,Verbo,volgere,Italiano,"firziniu, firzinias, firzinia, firziniamu, firziniati, firzinianu, firziniai, firziniasti, firziniau, firziniàmuru, firziniàstivu, firziniàranu",OK
fisciari,Verbo,"stridere di legna verde che brucia, di razzi",Italiano,"fisciu, fiscias, fiscia, fisciamu, fisciati, fiscianu, fisciai, fisciasti, fisciau, fisciàmuru, fisciàstivu, fisciàranu",OK
fittiari,Verbo,il pulsare del sangue nelle pustole,Italiano,"fittiu, fittias, fittia, fittiamu, fittiati, fittianu, fittiai, fittiasti, fittiau, fittiàmuru, fittiàstivu, fittiàranu",OK
fracassari,Verbo,"romper, destrozar",Español,"fracassu, fracassas, fracassa, fracassamu, fracassati, fracassanu, fracassai, fracassasti, fracassau, fracassàmuru, fracassàstivu, fracassàranu",OK
fu,Verbo,"fue (él, ella, ello) / hijo",Español,,OK
fudduniari,Verbo,lasciare orme profonde sul terreno,Italiano,"fudduniu, fuddunias, fuddunia, fudduniamu, fudduniati, fuddunianu, fudduniai, fudduniasti, fudduniau, fudduniàmuru, fudduniàstivu, fudduniàranu",OK
funziunari,Verbo,funcionar,Español,"funziunu, funziunas, funziuna, funziunamu, funziunati, funziunanu, funziunai, funziunasti, funziunau, funziunàmuru, funziunàstivu, funziunàranu",OK
furbuliari,Verbo,bastonare,Italiano,"furbuliu, furbulias, furbulia, furbuliamu, furbuliati, furbulianu, furbuliai, furbuliasti, furbuliau, furbuliàmuru, furbuliàstivu, furbuliàranu",OK
furgata di ventu,Verbo,"nodo di vento, folata",Italiano,,OK
furriata,Verbo,vuelta,Español,,OK
fustariari,Verbo,esporre il lino al sole perché dissecchi,Italiano,"fustariu, fustarias, fustaria, fustariamu, fustariati, fustarianu, fustariai, fustariasti, fustariau, fustariàmuru, fustariàstivu, fustariàranu",OK
fà,Verbo,"hace (él, ella, ello)",Español,,OK
fàciri,Verbo,hacer,Español,"fàcu, fàci, fàci, fàcimu, fàciti, fàcinu, fàcii, fàcisti, fàcìu, fàcìmuru, fàcìstivu, fàcìranu",OK
fàrisi,Verbo,hacerse,Español,,OK
fàrisi làdiu,Verbo,afear,Español,,OK
fètiri,Verbo,"oler mal, heder, apestar",Español,"fètu, fèti, fèti, fètimu, fètiti, fètinu, fètii, fètisti, fètìu, fètìmuru, fètìstivu, fètìranu",OK
fùggiri,Verbo,huir,Español,"fùggu, fùggi, fùggi, fùggimu, fùggiti, fùgginu, fùggii, fùggisti, fùggìu, fùggìmuru, fùggìstivu, fùggìranu",OK
fùiri,Verbo,huir,Español,"fùu, fùi, fùi, fùimu, fùiti, fùinu, fùii, fùisti, fùìu, fùìmuru, fùìstivu, fùìranu",OK
fùjiri,Verbo,huir,Español,"fùju, fùji, fùji, fùjimu, fùjiti, fùjinu, fùjii, fùjisti, fùjìu, fùjìmuru, fùjìstivu, fùjìranu",OK
garbiari,Verbo,tribolare,Italiano,"garbiu, garbias, garbia, garbiamu, garbiati, garbianu, garbiai, garbiasti, garbiau, garbiàmuru, garbiàstivu, garbiàranu",OK
garbizzari,Verbo,"avere a gusto, gradire",Italiano,"garbizzu, garbizzas, garbizza, garbizzamu, garbizzati, garbizzanu, garbizzai, garbizzasti, garbizzau, garbizzàmuru, garbizzàstivu, garbizzàranu",OK
gastimari,Verbo,"imprecar, maldecir",Español,"gastimu, gastimas, gastima, gastimamu, gastimati, gastimanu, gastimai, gastimasti, gastimau, gastimàmuru, gastimàstivu, gastimàranu",OK
gattigghiari,Verbo,hacer cosquillas,Español,"gattigghiu, gattigghias, gattigghia, gattigghiamu, gattigghiati, gattigghianu, gattigghiai, gattigghiasti, gattigghiau, gattigghiàmuru, gattigghiàstivu, gattigghiàranu",OK
ghicari,Verbo,"plegar, doblar",Español,"ghicu, ghicas, ghica, ghicamu, ghicati, ghicanu, ghicai, ghicasti, ghicau, ghicàmuru, ghicàstivu, ghicàranu",OK
ghiri,Verbo,ir,Español,"ghu, ghi, ghi, ghimu, ghiti, ghinu, ghii, ghisti, ghìu, ghìmuru, ghìstivu, ghìranu",OK
giarniari,Verbo,palidecer,Español,"giarniu, giarnias, giarnia, giarniamu, giarniati, giarnianu, giarniai, giarniasti, giarniau, giarniàmuru, giarniàstivu, giarniàranu",OK
gilari,Verbo,helar,Español,"gilu, gilas, gila, gilamu, gilati, gilanu, gilai, gilasti, gilau, gilàmuru, gilàstivu, gilàranu",OK
gimitriari,Verbo,"mulinare, considerare",Italiano,"gimitriu, gimitrias, gimitria, gimitriamu, gimitriati, gimitrianu, gimitriai, gimitriasti, gimitriau, gimitriàmuru, gimitriàstivu, gimitriàranu",OK
girari,Verbo,girar,Español,"giru, giras, gira, giramu, girati, giranu, girai, girasti, girau, giràmuru, giràstivu, giràranu",OK
girfiri,Verbo,tallire,Italiano,"girfu, girfi, girfi, girfimu, girfiti, girfinu, girfii, girfisti, girfìu, girfìmuru, girfìstivu, girfìranu",OK
giri,Verbo,ir / remolachas (Beta vulgaris),Español,"gu, gi, gi, gimu, giti, ginu, gii, gisti, gìu, gìmuru, gìstivu, gìranu",OK
giriari,Verbo,girar,Español,"giriu, girias, giria, giriamu, giriati, girianu, giriai, giriasti, giriau, giriàmuru, giriàstivu, giriàranu",OK
giucari,Verbo,jugar,Español,"giucu, giucas, giuca, giucamu, giucati, giucanu, giucai, giucasti, giucau, giucàmuru, giucàstivu, giucàranu",OK
giudicari,Verbo,juzgar,Español,"giudicu, giudicas, giudica, giudicamu, giudicati, giudicanu, giudicai, giudicasti, giudicau, giudicàmuru, giudicàstivu, giudicàranu",OK
giuliari,Verbo,ingelosire,Italiano,"giuliu, giulias, giulia, giuliamu, giuliati, giulianu, giuliai, giuliasti, giuliau, giuliàmuru, giuliàstivu, giuliàranu",OK
giummiari,Verbo,accestire,Italiano,"giummiu, giummias, giummia, giummiamu, giummiati, giummianu, giummiai, giummiasti, giummiau, giummiàmuru, giummiàstivu, giummiàranu",OK
giurari,Verbo,jurar,Español,"giuru, giuras, giura, giuramu, giurati, giuranu, giurai, giurasti, giurau, giuràmuru, giuràstivu, giuràranu",OK
giustificari,Verbo,justificar,Español,"giustificu, giustificas, giustifica, giustificamu, giustificati, giustificanu, giustificai, giustificasti, giustificau, giustificàmuru, giustificàstivu, giustificàranu",OK
gnilari,Verbo,helar,Español,"gnilu, gnilas, gnila, gnilamu, gnilati, gnilanu, gnilai, gnilasti, gnilau, gnilàmuru, gnilàstivu, gnilàranu",OK
gnittari,Verbo,"tirar, lanzar",Español,"gnittu, gnittas, gnitta, gnittamu, gnittati, gnittanu, gnittai, gnittasti, gnittau, gnittàmuru, gnittàstivu, gnittàranu",OK
gnucchiari,Verbo,inginocchiarsi,Italiano,"gnucchiu, gnucchias, gnucchia, gnucchiamu, gnucchiati, gnucchianu, gnucchiai, gnucchiasti, gnucchiau, gnucchiàmuru, gnucchiàstivu, gnucchiàranu",OK
grancicuni,Verbo,a gatas,Español,,OK
granciuliari,Verbo,"1. , 2. , 3. hacer cosquillas",Español,"granciuliu, granciulias, granciulia, granciuliamu, granciuliati, granciulianu, granciuliai, granciuliasti, granciuliau, granciuliàmuru, granciuliàstivu, granciuliàranu",OK
granfari,Verbo,arañar,Español,"granfu, granfas, granfa, granfamu, granfati, granfanu, granfai, granfasti, granfau, granfàmuru, granfàstivu, granfàranu",OK
granfiari,Verbo,"1. arañar, 2. coger, apretar",Español,"granfiu, granfias, granfia, granfiamu, granfiati, granfianu, granfiai, granfiasti, granfiau, granfiàmuru, granfiàstivu, granfiàranu",OK
granniari,Verbo,fare da grande,Italiano,"granniu, grannias, grannia, granniamu, granniati, grannianu, granniai, granniasti, granniau, granniàmuru, granniàstivu, granniàranu",OK
grattalora,Verbo,rallador,Español,,OK
grattari,Verbo,"rascar, arañar",Español,"grattu, grattas, gratta, grattamu, grattati, grattanu, grattai, grattasti, grattau, grattàmuru, grattàstivu, grattàranu",OK
gridari,Verbo,gritar,Español,"gridu, gridas, grida, gridamu, gridati, gridanu, gridai, gridasti, gridau, gridàmuru, gridàstivu, gridàranu",OK
grinfari,Verbo,arañar,Español,"grinfu, grinfas, grinfa, grinfamu, grinfati, grinfanu, grinfai, grinfasti, grinfau, grinfàmuru, grinfàstivu, grinfàranu",OK
gràpiri,Verbo,abrir,Español,"gràpu, gràpi, gràpi, gràpimu, gràpiti, gràpinu, gràpii, gràpisti, gràpìu, gràpìmuru, gràpìstivu, gràpìranu",OK
guadagnari,Verbo,ganar,Español,"guadagnu, guadagnas, guadagna, guadagnamu, guadagnati, guadagnanu, guadagnai, guadagnasti, guadagnau, guadagnàmuru, guadagnàstivu, guadagnàranu",OK
guardari,Verbo,"1. mirar (ver), 2. cuidar, vigilar",Español,"guardu, guardas, guarda, guardamu, guardati, guardanu, guardai, guardasti, guardau, guardàmuru, guardàstivu, guardàranu",OK
guidari,Verbo,"guiar, conducir",Español,"guidu, guidas, guida, guidamu, guidati, guidanu, guidai, guidasti, guidau, guidàmuru, guidàstivu, guidàranu",OK
gòdiri,Verbo,disfrutar,Español,"gòdu, gòdi, gòdi, gòdimu, gòditi, gòdinu, gòdii, gòdisti, gòdìu, gòdìmuru, gòdìstivu, gòdìranu",OK
ha,Verbo,"tiene, ha (él, ella, ello)",Español,,OK
havi,Verbo,"tiene, ha (él, ella, ello)",Español,,OK
hà,Verbo,"tiene, ha (él, ella, ello)",Español,,OK
iaprutu,Verbo,abierto,Español,,OK
iastimari,Verbo,"imprecar, maldecir",Español,"iastimu, iastimas, iastima, iastimamu, iastimati, iastimanu, iastimai, iastimasti, iastimau, iastimàmuru, iastimàstivu, iastimàranu",OK
iastimiari,Verbo,"imprecar, maldecir",Español,"iastimiu, iastimias, iastimia, iastimiamu, iastimiati, iastimianu, iastimiai, iastimiasti, iastimiau, iastimiàmuru, iastimiàstivu, iastimiàranu",OK
ilari,Verbo,helar,Español,"ilu, ilas, ila, ilamu, ilati, ilanu, ilai, ilasti, ilau, ilàmuru, ilàstivu, ilàranu",OK
imparari,Verbo,aprender,Español,"imparu, imparas, impara, imparamu, imparati, imparanu, imparai, imparasti, imparau, imparàmuru, imparàstivu, imparàranu",OK
impurtari,Verbo,importar,Español,"impurtu, impurtas, impurta, impurtamu, impurtati, impurtanu, impurtai, impurtasti, impurtau, impurtàmuru, impurtàstivu, impurtàranu",OK
incartari,Verbo,envolver en el papel,Español,"incartu, incartas, incarta, incartamu, incartati, incartanu, incartai, incartasti, incartau, incartàmuru, incartàstivu, incartàranu",OK
incignari,Verbo,"1. empezar, principiar, comenzar",Español,"incignu, incignas, incigna, incignamu, incignati, incignanu, incignai, incignasti, incignau, incignàmuru, incignàstivu, incignàranu",OK
incirari,Verbo,encerar,Español,"inciru, inciras, incira, inciramu, incirati, inciranu, incirai, incirasti, incirau, inciràmuru, inciràstivu, inciràranu",OK
incuntrari,Verbo,encontrar,Español,"incuntru, incuntras, incuntra, incuntramu, incuntrati, incuntranu, incuntrai, incuntrasti, incuntrau, incuntràmuru, incuntràstivu, incuntràranu",OK
ingarrari,Verbo,indovinare,Italiano,"ingarru, ingarras, ingarra, ingarramu, ingarrati, ingarranu, ingarrai, ingarrasti, ingarrau, ingarràmuru, ingarràstivu, ingarràranu",OK
intabbaccari,Verbo,"tacersi, tacere",Italiano,"intabbaccu, intabbaccas, intabbacca, intabbaccamu, intabbaccati, intabbaccanu, intabbaccai, intabbaccasti, intabbaccau, intabbaccàmuru, intabbaccàstivu, intabbaccàranu",OK
intrimulari,Verbo,affogare nella melma,Italiano,"intrimulu, intrimulas, intrimula, intrimulamu, intrimulati, intrimulanu, intrimulai, intrimulasti, intrimulau, intrimulàmuru, intrimulàstivu, intrimulàranu",OK
intuzzari,Verbo,intromettersi,Italiano,"intuzzu, intuzzas, intuzza, intuzzamu, intuzzati, intuzzanu, intuzzai, intuzzasti, intuzzau, intuzzàmuru, intuzzàstivu, intuzzàranu",OK
invinteru,Verbo,mentiroso,Español,,OK
inzirtari,Verbo,adivinar,Español,"inzirtu, inzirtas, inzirta, inzirtamu, inzirtati, inzirtanu, inzirtai, inzirtasti, inzirtau, inzirtàmuru, inzirtàstivu, inzirtàranu",OK
iri,Verbo,ir,Español,"u, i, i, imu, iti, inu, ii, isti, ìu, ìmuru, ìstivu, ìranu",OK
iri a mittu,Verbo,andare per un atto piccolo,Italiano,,OK
irisinni mpaponia,Verbo,andarsene in gloria,Italiano,,OK
isari,Verbo,levantar,Español,"isu, isas, isa, isamu, isati, isanu, isai, isasti, isau, isàmuru, isàstivu, isàranu",OK
ittari,Verbo,"tirar, lanzar",Español,"ittu, ittas, itta, ittamu, ittati, ittanu, ittai, ittasti, ittau, ittàmuru, ittàstivu, ittàranu",OK
ittata,Verbo,tirada,Español,,OK
ittatu,Verbo,tirado,Español,,OK
iucari,Verbo,jugar,Español,"iucu, iucas, iuca, iucamu, iucati, iucanu, iucai, iucasti, iucau, iucàmuru, iucàstivu, iucàranu",OK
iudicari,Verbo,juzgar,Español,"iudicu, iudicas, iudica, iudicamu, iudicati, iudicanu, iudicai, iudicasti, iudicau, iudicàmuru, iudicàstivu, iudicàranu",OK
