Palabra,Categoria,Traduccion,Idioma,Conjugaciones,Estado
cricropa,Pronombre,albaricoque,Español,,OK
criscintollu,Pronombre,arnese per forbire,Italiano,,OK
crisciolu,Pronombre,crogiolo,Italiano,,OK
crispedda,Pronombre,buñuelo,Español,,OK
cristianu,Pronombre,cristiano / persona,Español,,OK
crisuli,Pronombre,piatti d'argento,Italiano,,OK
cropa,Pronombre,manata di spine,Italiano,,OK
crozza,Pronombre,"cráneo, calavera / muleta",Español,,OK
cruci,Pronombre,cruz,Español,,OK
crupa,Pronombre,"mozzicone, brocca rotta, cicca, ecc.",Italiano,,OK
cròcchiula,Pronombre,concha (de moluscos),Español,,OK
cròpanu,Pronombre,abete,Italiano,,OK
cu,Pronombre,con / quien,Español,,OK
cucchiara,Pronombre,cuchara,Español,,OK
cucciara,Pronombre,cuchara,Español,,OK
cucciari,Pronombre,cucharas,Español,,OK
cuccu,Pronombre,cuco macho (Cuculus canorus),Español,,OK
cuccumeddu,Pronombre,tipo de pequeña cafetiera,Español,,OK
cuccuvìu,Pronombre,"1. civetta (Athene noctua), 2. canto della civetta",Italiano,,OK
cuccìa,Pronombre,frumento bollito solito a mangiarsi nelle feste,Italiano,,OK
cuccù,Pronombre,cuco macho (Cuculus canorus),Español,,OK
cucuddi,Pronombre,"pianta comune nei prati e nei terreni a grano, dai fiori gialli",Italiano,,OK
cuculidda,Pronombre,seme di veccia,Italiano,,OK
cuculuni,Pronombre,masso grande,Italiano,,OK
cucuruni,Pronombre,bitorzolo,Italiano,,OK
cucuzza,Pronombre,calabaza (Cucurbita maxima),Español,,OK
cuda,Pronombre,cola,Español,,OK
cuddizza,Pronombre,"lappa, attaccamani",Italiano,,OK
cudèspina,Pronombre,donna d'età provetta,Italiano,,OK
cufazza,Pronombre,hogaza (pan llano),Español,,OK
cuggeru,Pronombre,cuchara,Español,,OK
cugniceddu,Pronombre,piccolo barile,Italiano,,OK
cui,Pronombre,quien,Español,,OK
cularinu,Pronombre,emorroidi,Italiano,,OK
cularussa,Pronombre,"frutto di fichidindia, frutto del ficodindia",Italiano,,OK
culleggiu,Pronombre,colegio,Español,,OK
cullegiu,Pronombre,colegio,Español,,OK
culu,Pronombre,"culo, ano",Español,,OK
culuri,Pronombre,color,Español,,OK
cummogghiu,Pronombre,tapa,Español,,OK
cuncumeddu,Pronombre,tipo de pequeña cafetiera,Español,,OK
cunfissu,Pronombre,confijo,Español,,OK
cunnu,Pronombre,"coño, vagina",Español,,OK
cunseri,Pronombre,correggia per legare i buoi al giogo,Italiano,,OK
cunsiggheri,Pronombre,consejero,Español,,OK
cunsigghieri,Pronombre,consejero,Español,,OK
cunsigghiu,Pronombre,consejo,Español,,OK
cunsiglieri,Pronombre,consejero,Español,,OK
cunsigliu,Pronombre,consejo,Español,,OK
cuntattu,Pronombre,contacto,Español,,OK
cuntimplazioni,Pronombre,contemplación,Español,,OK
cuntimplazzioni,Pronombre,contemplación,Español,,OK
cuntimprazioni,Pronombre,contemplación,Español,,OK
cuntimprazzioni,Pronombre,contemplación,Español,,OK
cuntintizza,Pronombre,felicidad,Español,,OK
cuntrollu,Pronombre,control,Español,,OK
cunzarru,Pronombre,pietraia,Italiano,,OK
cunziggheri,Pronombre,consejero,Español,,OK
cunzigghieri,Pronombre,consejero,Español,,OK
cunzigghiu,Pronombre,consejo,Español,,OK
cunziglieri,Pronombre,consejero,Español,,OK
cunzigliu,Pronombre,consejo,Español,,OK
cupuni,Pronombre,cocchiume,Italiano,,OK
curatu,Pronombre,"cura, párroco",Español,,OK
curina,Pronombre,"1. grupo de hojas tiernas, parte tierna y terminal de la planta, 2. cuerda",Español,,OK
curiuna càvuri,Pronombre,speciali focacce che si vendevano nei giorni di digiuno,Italiano,,OK
curpulenza,Pronombre,corpulencia,Español,,OK
curpulenzia,Pronombre,corpulencia,Español,,OK
curruti,Pronombre,carreras,Español,,OK
curti,Pronombre,corte,Español,,OK
curtu e malucavatu,Pronombre,persona piccola di statura e fastidiosa,Italiano,,OK
cussini,Pronombre,"así, de esta forma",Español,,OK
custioni,Pronombre,cuestión,Español,,OK
custura,Pronombre,costura,Español,,OK
custuruni,Pronombre,"cicatrice grande, ferita",Italiano,,OK
cusunuvru,Pronombre,storace liquido,Italiano,,OK
cusunùvuru,Pronombre,storace liquido,Italiano,,OK
cuticchia,Pronombre,"canto rodado, guijarro",Español,,OK
cutruffu,Pronombre,"fiasco, caraffa",Italiano,,OK
cuttunata,Pronombre,"1. manta, cobija, 2. plumón (pelos)",Español,,OK
cuttuni,Pronombre,algodón,Español,,OK
cuttunina,Pronombre,"manta, cobija",Español,,OK
cutupesta,Pronombre,accidenti!,Italiano,,OK
cuvernu,Pronombre,gobierno,Español,,OK
cuviernu,Pronombre,gobierno,Español,,OK
cuvirceri,Pronombre,velo nero,Italiano,,OK
cuzzaruni,Pronombre,ciglione,Italiano,,OK
cà,Pronombre,"acá, aquí",Español,,OK
càbbilu,Pronombre,"kabyle, cabil / idioma kabyle, idioma cabil",Español,,OK
càipa,Pronombre,"gaviota, gavia",Español,,OK
càlamu,Pronombre,"seta di bozzoli maltrattata, stracci di lana",Italiano,,OK
càmmisi,Pronombre,bata (ropa de trabajo),Español,,OK
càncaru,Pronombre,cáncer (tumor),Español,,OK
cànchiru,Pronombre,cáncer (tumor),Español,,OK
càncuru,Pronombre,cáncer (tumor),Español,,OK
cànguli,Pronombre,castañas secas (castañas asadas),Español,,OK
càuciu,Pronombre,"patada, puntapié, golpe con el pie",Español,,OK
càvuciu,Pronombre,"patada, puntapié, golpe con el pie",Español,,OK
cìcara,Pronombre,taza,Español,,OK
cìmati,Pronombre,brassica spontanea (pianta),Italiano,,OK
cìmmalu,Pronombre,"címbalo, platillo",Español,,OK
cìparu,Pronombre,specie di giunco,Italiano,,OK
cìrculu,Pronombre,círculo (club),Español,,OK
cìrrimu,Pronombre,piccolo torrente d'acqua piovana,Italiano,,OK
cìvulu,Pronombre,bambino piccolino,Italiano,,OK
còccanu,Pronombre,padellina che nel candeliere accoglie le sgocciolature della cera,Italiano,,OK
còlira,Pronombre,"ira, rabia",Español,,OK
còllira,Pronombre,"ira, rabia",Español,,OK
còppula,Pronombre,boina,Español,,OK
còrsu,Pronombre,corso / idioma corso,Español,,OK
còrsu cismuntanu,Pronombre,"corso cismontano, corso septentrional y central",Español,,OK
còrsu ultramuntanu,Pronombre,"corso ultramontano, corso meridional",Español,,OK
còrula,Pronombre,"ira, rabia",Español,,OK
còzzula,Pronombre,mejillón (molusco),Español,,OK
cùccumu,Pronombre,tipo de cafetiera,Español,,OK
cùcula,Pronombre,lisca del lino,Italiano,,OK
cùcumu,Pronombre,tipo de cafetiera,Español,,OK
cùncuma,Pronombre,tipo de cafetiera,Español,,OK
cùncumu,Pronombre,tipo de cafetiera,Español,,OK
cùppula,Pronombre,boina,Español,,OK
d',Pronombre,"de / desde, por",Español,,OK
d'unna,Pronombre,"dónde, donde",Español,,OK
d'unni,Pronombre,"dónde, donde",Español,,OK
daia,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
daja,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
dalla-ca-talla,Pronombre,"per esprimere un'azione continuata e celere, dalli e dalli? (a forza d'insistere)",Italiano,,OK
dannu,Pronombre,daño,Español,,OK
danti,Pronombre,"gamo, dama dama",Español,,OK
darbu,Pronombre,misura d'acqua,Italiano,,OK
dari n'ucchiata,Pronombre,echar un vistazo,Español,,OK
darvana,Pronombre,ricino (Ricinus communis),Español,,OK
ddaddà,Pronombre,de paseo,Español,,OK
ddani,Pronombre,"allá, allí",Español,,OK
ddavìa,Pronombre,"allá, allí",Español,,OK
ddiscìa,Pronombre,lisciva,Italiano,,OK
ddragunara,Pronombre,tempestad de vientos con un mar muy agitado,Español,,OK
ddraunara,Pronombre,tempestad de vientos con un mar muy agitado,Español,,OK
ddà,Pronombre,"allá, allí",Español,,OK
ddòmini,Pronombre,piccolo reliquiario,Italiano,,OK
deci,Pronombre,diez,Español,,OK
defetari,Pronombre,registri statali (sotto Ruggero II),Italiano,,OK
deia,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
deja,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
denti,Pronombre,diente / dientes,Español,,OK
denti di liuni,Pronombre,diente de león (Taraxacum officinale),Español,,OK
denza,Pronombre,"audiencia, escucha, atención",Español,,OK
denzia,Pronombre,"audiencia, escucha, atención",Español,,OK
deu,Pronombre,dios,Español,,OK
di,Pronombre,"de / desde, por",Español,,OK
di canterchiu,Pronombre,"escondidamente, a escondidas, furtivamente",Español,,OK
di canticchiu,Pronombre,"escondidamente, a escondidas, furtivamente",Español,,OK
di cantocchiu,Pronombre,"escondidamente, a escondidas, furtivamente",Español,,OK
di cantorchiu,Pronombre,"escondidamente, a escondidas, furtivamente",Español,,OK
di faianca,Pronombre,di sghembo,Italiano,,OK
di fajanca,Pronombre,di sghembo,Italiano,,OK
dica,Pronombre,"inedia, struggimento, smania",Italiano,,OK
dicembri,Pronombre,diciembre,Español,,OK
dicembru,Pronombre,diciembre,Español,,OK
diciadottu,Pronombre,dieciocho,Español,,OK
diciannovi,Pronombre,diecinueve,Español,,OK
diciannovèsimu,Pronombre,"decimonono, decimonoveno",Español,,OK
diciannuvèsimu,Pronombre,"decimonono, decimonoveno",Español,,OK
diciarottu,Pronombre,dieciocho,Español,,OK
diciassetti,Pronombre,diecisiete,Español,,OK
diciassettèsimu,Pronombre,decimoséptimo,Español,,OK
diciassittèsimu,Pronombre,decimoséptimo,Español,,OK
dicinovi,Pronombre,diecinueve,Español,,OK
diciottu,Pronombre,dieciocho,Español,,OK
diciottèsimu,Pronombre,decimoctavo,Español,,OK
dicisetti,Pronombre,diecisiete,Español,,OK
diciuttèsimu,Pronombre,decimoctavo,Español,,OK
dicièmmiru,Pronombre,diciembre,Español,,OK
dicièmmuru,Pronombre,diciembre,Español,,OK
dicèmmiru,Pronombre,diciembre,Español,,OK
dicèmmuru,Pronombre,diciembre,Español,,OK
diddì,Pronombre,de paseo,Español,,OK
dieri,Pronombre,"1. grotte, 2. case",Italiano,,OK
difinizioni,Pronombre,definición,Español,,OK
difinizzioni,Pronombre,definición,Español,,OK
dijunu,Pronombre,ayuno,Español,,OK
dilena,Pronombre,cantaride velenosissima,Italiano,,OK
dimu-,Pronombre,demo-,Español,,OK
dimucrazzìa,Pronombre,democracia,Español,,OK
dintra,Pronombre,dentro,Español,,OK
dipro-,Pronombre,diplo-,Español,,OK
dirivazzioni,Pronombre,derivación,Español,,OK
disertu,Pronombre,desierto,Español,,OK
disprezzu,Pronombre,"desprecio, menosprecio",Español,,OK
dispusizioni,Pronombre,disposición,Español,,OK
dispusizzioni,Pronombre,disposición,Español,,OK
dissintarìa,Pronombre,dissenteria,Italiano,,OK
dissirtazioni,Pronombre,disertación,Español,,OK
dissirtazzioni,Pronombre,disertación,Español,,OK
distinu,Pronombre,destino,Español,,OK
ditta,Pronombre,buona fortuna (in gioco),Italiano,,OK
diu,Pronombre,dios,Español,,OK
divertimentu,Pronombre,"diversión, entretenimiento",Español,,OK
divigghia,Pronombre,escoba,Español,,OK
divirtimentu,Pronombre,"diversión, entretenimiento",Español,,OK
dizziunariu,Pronombre,diccionario,Español,,OK
diàmmani,Pronombre,"diablo!, coño!",Español,,OK
diàntani,Pronombre,"diable!, coño!",Español,,OK
diàntanu,Pronombre,"diable!, coño!",Español,,OK
diàntini,Pronombre,"diable!, coño!",Español,,OK
diàscacci,Pronombre,"diavolo!, diascane!, diascolo!",Italiano,,OK
diàscani,Pronombre,"diavolo!, diascane!, diascolo!",Italiano,,OK
diàulu,Pronombre,diablo,Español,,OK
diàvulu,Pronombre,diablo,Español,,OK
doccu,Pronombre,tessuto doppio,Italiano,,OK
documentu,Pronombre,documento,Español,,OK
domisìa,Pronombre,per esempio,Italiano,,OK
donna,Pronombre,"mujer, hembra",Español,,OK
donni,Pronombre,"mujeres, hembras",Español,,OK
donnìnnari,Pronombre,"hombre joven, elegante y galante",Español,,OK
donnìnnaru,Pronombre,"hombre joven, elegante y galante",Español,,OK
donquànquaru,Pronombre,arcifanfano,Italiano,,OK
doppu,Pronombre,después,Español,,OK
doppucena,Pronombre,noche,Español,,OK
doppupranzu,Pronombre,tarde,Español,,OK
dopu,Pronombre,después,Español,,OK
dragu,Pronombre,dragón,Español,,OK
dragunara,Pronombre,tempestad de vientos con un mar muy agitado,Español,,OK
draguni,Pronombre,dragón,Español,,OK
draunara,Pronombre,tempestad de vientos con un mar muy agitado,Español,,OK
dritta,Pronombre,derecha,Español,,OK
dromu,Pronombre,"via principale, corso",Italiano,,OK
dubblettu,Pronombre,vesta lunga,Italiano,,OK
dubbrettu,Pronombre,vesta lunga,Italiano,,OK
ducumentu,Pronombre,documento,Español,,OK
dudicèsimu,Pronombre,"duodécimo, decimosegundo",Español,,OK
dui,Pronombre,dos,Español,,OK
dumila,Pronombre,dos mil,Español,,OK
duminiu,Pronombre,dominio,Español,,OK
dumma,Pronombre,fruto de la palma enana,Español,,OK
dummi,Pronombre,dátiles de la palma salvaje,Español,,OK
dummu,Pronombre,dátil de la palma salvaje,Español,,OK
dunca,Pronombre,entonces,Español,,OK
dunchi,Pronombre,entonces,Español,,OK
dunna,Pronombre,"dónde, donde",Español,,OK
dunni,Pronombre,"dónde, donde",Español,,OK
dunàiru,Pronombre,passatempo,Italiano,,OK
durbu,Pronombre,plátano oriental (Platanus),Español,,OK
durmitoriu,Pronombre,dormitorio,Español,,OK
dutturatu,Pronombre,doctorado,Español,,OK
dàbbisu,Pronombre,"branca ursina (Heracleum sphondylium L.), espondilio",Español,,OK
dècimu,Pronombre,décimo,Español,,OK
dèciumu,Pronombre,décimo,Español,,OK
dìcara,Pronombre,"inedia, struggimento, smania",Italiano,,OK
dù,Pronombre,dos,Español,,OK
dùdici,Pronombre,doce,Español,,OK
dùrici,Pronombre,doce,Español,,OK
dùtici,Pronombre,doce,Español,,OK
e,Pronombre,"y, e",Español,,OK
ecciù,Pronombre,"¡achú!, ¡achí!",Español,,OK
eia,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
eiu,Pronombre,yo,Español,,OK
eja,Pronombre,"¡vamos!, ¡vaya!, ¡anda!",Español,,OK
eju,Pronombre,yo,Español,,OK
elassu,Pronombre,spazio,Italiano,,OK
ellu,Pronombre,aquí está,Español,,OK
emilianu-rumagnolu,Pronombre,emiliano-romañolo / idioma emiliano-romañolo,Español,,OK
erba,Pronombre,"hierba, yerba",Español,,OK
erbicedda,Pronombre,"hierbita, yerbita",Español,,OK
erramitati,Pronombre,accidenti!,Italiano,,OK
erva,Pronombre,"hierba, yerba",Español,,OK
ervicedda,Pronombre,"hierbita, yerbita",Español,,OK
esempiu,Pronombre,ejemplo,Español,,OK
essica,Pronombre,attenti!,Italiano,,OK
estati,Pronombre,verano,Español,,OK
etimoluggìa,Pronombre,etimología,Español,,OK
etimolugìa,Pronombre,etimología,Español,,OK
etimuluggìa,Pronombre,etimología,Español,,OK
eu,Pronombre,yo,Español,,OK
facci,Pronombre,"cara, haz, faz, rostro",Español,,OK
faciana,Pronombre,ragazza dalla bella faccia,Italiano,,OK
facianu,Pronombre,"1. fagiano, 2. ragazzo dalla bella faccia",Italiano,,OK
fadali,Pronombre,delantal,Español,,OK
fadili,Pronombre,pannicello,Italiano,,OK
fafaluci,Pronombre,caracol,Español,,OK
fagu,Pronombre,haya,Español,,OK
falacuni,Pronombre,"bronco, sterpo grosso, tagliato dal ceppo",Italiano,,OK
falari,Pronombre,delantal,Español,,OK
falla,Pronombre,capa,Español,,OK
fallaru,Pronombre,delantal,Español,,OK
fami,Pronombre,hambre,Español,,OK
fanci,Pronombre,"hoz, falce",Español,,OK
fandali,Pronombre,delantal,Español,,OK
fanfaricchi,Pronombre,un dolciume,Italiano,,OK
fanfirlicchi,Pronombre,biada simile al grano,Italiano,,OK
fanfugghia,Pronombre,cenere che va all'aria,Italiano,,OK
fanfulicchia,Pronombre,"bozzolo troppo sottile, mal riuscito",Italiano,,OK
fantali,Pronombre,delantal,Español,,OK
fanusu,Pronombre,"miglio, logliarella",Italiano,,OK
farali,Pronombre,delantal,Español,,OK
farda,Pronombre,capa,Español,,OK
fari abbìdiri,Pronombre,mostrar (hacer ver),Español,,OK
fari la facci canni canni,Pronombre,"vergognarsi, arrossire",Italiano,,OK
fari làdiu,Pronombre,afear,Español,,OK
fari vìdiri,Pronombre,mostrar (hacer ver),Español,,OK
farina,Pronombre,harina,Español,,OK
faruncina,Pronombre,gonnellino,Italiano,,OK
farà,Pronombre,calor del horno,Español,,OK
fasceddu,Pronombre,"colmena / haz, manojo",Español,,OK
fasellu,Pronombre,pisello (Sutera),Italiano,,OK
fastuca,Pronombre,pistacho,Español,,OK
fatali,Pronombre,delantal,Español,,OK
fatturìa,Pronombre,granja,Español,,OK
faudali,Pronombre,delantal,Español,,OK
fausascritta,Pronombre,errore di scrittura,Italiano,,OK
favaragghiu,Pronombre,"árbol y fruto del ""loto""",Español,,OK
favaraggi,Pronombre,"árbol y fruto del ""loto""",Español,,OK
favaraggiu,Pronombre,"árbol y fruto del ""loto""",Español,,OK
favazzana,Pronombre,gorgojo (Bruchus),Español,,OK
fersa,Pronombre,pezzo di stoffa,Italiano,,OK
fesi,Pronombre,"strumento di ferro, da una parte a scure, dall'altra a piccone",Italiano,,OK
feu,Pronombre,feudo,Español,,OK
ficadìnnia,Pronombre,tunas,Español,,OK
ficarazzàra,Pronombre,higuera de tuna,Español,,OK
ficarazzàri,Pronombre,higueras de tuna,Español,,OK
ficaràzza,Pronombre,tuna,Español,,OK
ficaràzzi,Pronombre,tunas,Español,,OK
fici fici,Pronombre,mosquitero común (Phylloscopus collybita),Español,,OK
ficu,Pronombre,higo (fruto) / higuera / higo (fruto) / nuez (en el cuello),Español,,OK
ficu d'Innia,Pronombre,higo chumbo,Español,,OK
ficudinnia,Pronombre,higo chumbo,Español,,OK
fiesi,Pronombre,"strumento di ferro, da una parte a scure, dall'altra a piccone",Italiano,,OK
figghi,Pronombre,hijos / hijas,Español,,OK
figghia,Pronombre,hija,Español,,OK
figghiu,Pronombre,hijo,Español,,OK
figghiu di matrifilippa,Pronombre,astuto,Italiano,,OK
figli,Pronombre,hijos / hijas,Español,,OK
figlia,Pronombre,hija,Español,,OK
figliu,Pronombre,hijo,Español,,OK
figni,Pronombre,hijos,Español,,OK
fignu,Pronombre,hijo,Español,,OK
filicicchia,Pronombre,polipodio común (Polypodium vulgaare L.),Español,,OK
filistocchi,Pronombre,smancerie,Italiano,,OK
filli,Pronombre,hijos,Español,,OK
fillu,Pronombre,hijo,Español,,OK
filsa,Pronombre,"foglio di cartone piegato in due, adibito come custodia",Italiano,,OK
filtru,Pronombre,filtro,Español,,OK
filu di vìmini,Pronombre,"brizna de vimbre, rama de Salix viminalis",Español,,OK
filu-,Pronombre,filo-,Español,,OK
filusella,Pronombre,filato di seta stracciata,Italiano,,OK
filòsufu,Pronombre,filósofo,Español,,OK
finestra,Pronombre,ventana / ventana,Español,,OK
firettu,Pronombre,hurón,Español,,OK
firragghiu,Pronombre,asa de hierro,Español,,OK
firriari Lecca e la Mecca,Pronombre,ir de la Ceca a la Meca,Español,,OK
fischìa,Pronombre,"1. mastello, 2. melma",Italiano,,OK
fitinzìa,Pronombre,"peste, mal olor",Español,,OK
fiu,Pronombre,feudo,Español,,OK
fiàscula,Pronombre,favilla,Italiano,,OK
focu,Pronombre,fuego,Español,,OK
fogghia,Pronombre,hoja,Español,,OK
foglia,Pronombre,hoja,Español,,OK
forasìa,Pronombre,che Dio non voglia!,Italiano,,OK
forma,Pronombre,forma,Español,,OK
fraccocu,Pronombre,albaricoque,Español,,OK
francisi,Pronombre,francés  / franceses  / idioma francés,Español,,OK
francisi mediu,Pronombre,francés medio,Español,,OK
frandòcchiula,Pronombre,"cicciolo, sicciolo",Italiano,,OK
frannòcchiula,Pronombre,"cicciolo, sicciolo",Italiano,,OK
frasa,Pronombre,frasa,Español,,OK
frascàtula,Pronombre,tipo de hogaza (pan llano),Español,,OK
frasi,Pronombre,frasa,Español,,OK
frastuca,Pronombre,pistacho,Español,,OK
fratu,Pronombre,"aliento, respiración",Español,,OK
friggideri,Pronombre,"nevera, frigorífico",Español,,OK
friseddu,Pronombre,spazio di una cosa di rincalzo a un'altra (Traina),Italiano,,OK
frocia,Pronombre,tortilla,Español,,OK
fruceri,Pronombre,buono a nulla,Italiano,,OK
frunti,Pronombre,frente,Español,,OK
fràscinu,Pronombre,fresno (Fraxinus),Español,,OK
fràssinu,Pronombre,fresno (Fraxinus),Español,,OK
fua,Pronombre,calore che emana dal forno acceso,Italiano,,OK
fuanu,Pronombre,"allocco, barbagianni, gufo",Italiano,,OK
fuazza,Pronombre,hogaza (pan llano),Español,,OK
fucazza,Pronombre,hogaza (pan llano),Español,,OK
fudda,Pronombre,muchedumbre,Español,,OK
fuddunata,Pronombre,orma di animali sul molliccio,Italiano,,OK
fuganu,Pronombre,"allocco, barbagianni, gufo",Italiano,,OK
fugazza,Pronombre,hogaza (pan llano),Español,,OK
fuianu,Pronombre,"allocco, barbagianni, gufo",Italiano,,OK
fujanu,Pronombre,"allocco, barbagianni, gufo",Italiano,,OK
fumedda,Pronombre,strumento di sughero per catturare le seppie,Italiano,,OK
fumeri,Pronombre,estiércol (hecho a partir de excrementos de animales),Español,,OK
fumusternu,Pronombre,"1. adoxa (Adoxa moschatellina), 2. palomillla (Fumaria officinalis)",Español,,OK
fumusterra,Pronombre,"1. adoxa (Adoxa moschatellina), 2. palomillla (Fumaria officinalis)",Español,,OK
funcia,Pronombre,"1. champiñón, hongo, 2. enfurruñamiento, 3. morro, hocico, 4. boca",Español,,OK
fungia,Pronombre,"1. champiñón, hongo, 2. enfurruñamiento, 3. morro, hocico",Español,,OK
fuocu,Pronombre,fuego,Español,,OK
furchiuni,Pronombre,"buca, stamberga",Italiano,,OK
furesta,Pronombre,"bosque, selva",Español,,OK
furettu,Pronombre,hurón,Español,,OK
furma,Pronombre,forma,Español,,OK
fusara,Pronombre,pettegola,Italiano,,OK
fusìa,Pronombre,escrementi del baco da seta,Italiano,,OK
futteca,Pronombre,"chi si arricchisce rapidamente e con mezzi illeciti, chi imbroglia o si arricchisce imbrogliando",Italiano,,OK
futterra,Pronombre,"chi si arricchisce rapidamente e con mezzi illeciti, chi imbroglia o si arricchisce imbrogliando",Italiano,,OK
fàmicia,Pronombre,la parte più stretta della scarpa (il fiosso),Italiano,,OK
fàuci,Pronombre,"hoz, falce / hoz",Español,,OK
fàuda,Pronombre,capa,Español,,OK
fàvuci,Pronombre,"hoz, falce",Español,,OK
fìca,Pronombre,higos,Español,,OK
fìcatu,Pronombre,hígado,Español,,OK
fìcutu,Pronombre,hígado,Español,,OK
fùnnacu,Pronombre,lugar donde los carreteros descansan,Español,,OK
fùnnicu,Pronombre,lugar donde los carreteros descansan,Español,,OK
fùnnucu,Pronombre,lugar donde los carreteros descansan,Español,,OK
gabbianu,Pronombre,"gaviota, gavia",Español,,OK
gadda,Pronombre,gallozza (della quercia usata in tintoria o per inchiostri neri),Italiano,,OK
gaddemi,Pronombre,fabricante de ricotta (queso),Español,,OK
gaddetta,Pronombre,"1. fossetta nelle guance, 2. fosserella nel gioco fanciullesco delle nocciole",Italiano,,OK
gaddimi,Pronombre,fabricante de ricotta (queso),Español,,OK
gaddina,Pronombre,gallina,Español,,OK
gaddini,Pronombre,gallinas,Español,,OK
gaddorfu,Pronombre,gallito mal castrado,Español,,OK
gaddu,Pronombre,gallo,Español,,OK
gadduffu,Pronombre,gallito mal castrado,Español,,OK
gadduorfu,Pronombre,gallito mal castrado,Español,,OK
gagati,Pronombre,"pietra nera, giaietto",Italiano,,OK
gagghia,Pronombre,"1. jaula, caja, 2. bote donde el carnicero repone el dinero",Español,,OK
gaggia,Pronombre,"jaula, caja",Español,,OK
gaitu,Pronombre,giudice,Italiano,,OK
galega,Pronombre,tipo de ciruela pequeña,Español,,OK
galiassa,Pronombre,"curro, palanca",Italiano,,OK
gamma,Pronombre,pierna,Español,,OK
gammi,Pronombre,piernas,Español,,OK
gammitta,Pronombre,solco principale per raccogliere le acque nel campo,Italiano,,OK
gangata,Pronombre,ceffone,Italiano,,OK
garaiuni,Pronombre,morena macho,Español,,OK
garajuni,Pronombre,morena macho,Español,,OK
garamma,Pronombre,"grieta, rajadura, raja",Español,,OK
garba,Pronombre,cerchio d'assi sottili attorno ai crivelli,Italiano,,OK
gardùbbulu,Pronombre,abejorro (vespa crabro),Español,,OK
gariddu,Pronombre,escrescenza sotto la lingua,Italiano,,OK
garrittuni,Pronombre,ciarlone,Italiano,,OK
garsella,Pronombre,lucignolo ad olio automatico,Italiano,,OK
garufu,Pronombre,"asfodelo blanco, gamón blanco (Asphodelus albus)",Español,,OK
gassa,Pronombre,"arañazo, rasguño, herida /",Español,,OK
gastema,Pronombre,"imprecación, maldición",Español,,OK
gastima,Pronombre,"imprecación, maldición",Español,,OK
gastimma,Pronombre,"imprecación, maldición",Español,,OK
gattaredda,Pronombre,il fiore del nocciolo,Italiano,,OK
gattaruni,Pronombre,gattino,Italiano,,OK
gattorfu,Pronombre,gattino,Italiano,,OK
gattu,Pronombre,gato,Español,,OK
gattuffu,Pronombre,gattino,Italiano,,OK
gattuorfu,Pronombre,gattino,Italiano,,OK
gaviu,Pronombre,piviere (nome d'uccello),Italiano,,OK
gavòttula,Pronombre,"giovane donna, giovanotta innamorata",Italiano,,OK
gazza,Pronombre,"picaza, urraca",Español,,OK
gaèlicu irlannisi,Pronombre,"idioma irlandés, gaélico irlandés",Español,,OK
gaèlicu mannisi,Pronombre,"idioma manés, gaélico manés",Español,,OK
gaèlicu scuzzisi,Pronombre,gaélico escocés,Español,,OK
gebbia,Pronombre,"aljibe, cisterna",Español,,OK
gelu,Pronombre,"helada, escarcha, hielo",Español,,OK
genti,Pronombre,gente / gente,Español,,OK
gentigadda,Pronombre,bettonica (Stachys officinalis o Betonica officinalis),Italiano,,OK
gentiligadda,Pronombre,bettonica (Stachys officinalis o Betonica officinalis),Italiano,,OK
genu,Pronombre,género,Español,,OK
gesia,Pronombre,tributo imposto dai Musulmani in Sicilia,Italiano,,OK
ghiaca,Pronombre,"canto rodado, guijarro",Español,,OK
ghianca,Pronombre,carnicería,Español,,OK
ghianna,Pronombre,bellota (fruto),Español,,OK
ghiara,Pronombre,"grava, pedregullo (piedritas)",Español,,OK
ghieffa,Pronombre,legno dentato per trasportare nei campi fieno o altro,Italiano,,OK
ghiornu,Pronombre,día,Español,,OK
ghiru,Pronombre,lirón careto,Español,,OK
ghittena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
ghiummarà,Pronombre,denaro,Italiano,,OK
ghiurnu,Pronombre,día,Español,,OK
ghiuttena,Pronombre,"muro bajo, murete, tapia baja",Español,,OK
ghiànnara,Pronombre,bellota (fruto),Español,,OK
ghèrmitu,Pronombre,puñado de espigas (ramo de espigas),Español,,OK
giaca,Pronombre,"canto rodado, guijarro",Español,,OK
giammerga,Pronombre,chaqueta larga con una cola,Español,,OK
giammiluccu,Pronombre,sorta di soprabito,Italiano,,OK
gianfagghiuni,Pronombre,"palmitera (Chamaerops humilis L.), palmito, palma de escobas, palma de palmitos, palma enana, palmito europeo",Español,,OK
gianfùttiri,Pronombre,uomo triste,Italiano,,OK
giaraffa,Pronombre,jirafa,Español,,OK
giarina,Pronombre,terreno lungo i fiumi,Italiano,,OK
giarra,Pronombre,"jarra, vasija, gran recipiente en tierra cocida para el agua o el aceite",Español,,OK
giarsuminu,Pronombre,jazmín,Español,,OK
giavu,Pronombre,"giovane uomo, giovanotto",Italiano,,OK
